ID	GSM1329321	GSM1329322	GSM1329323	GSM1329324	GSM1329325	GSM1329326	GSM1329327	GSM1329328	GSM1329329	GSM1329330	GSM1329331	GSM1329332	GSM1329333	GSM1329334	GSM1329335	GSM1329336	GSM1329337	GSM1329338	GSM1329339	GSM1329340	GSM1329341	GSM1329342	GSM1329343	GSM1329344	GSM1329345	GSM1329346	GSM1329347	GSM1329348	GSM1329349	GSM1329350	GSM1329351	GSM1329352	GSM1329353	GSM1329354	GSM1329355	GSM1329356	GSM1329357	GSM1329358	GSM1329359	GSM1329360	GSM1329361	GSM1329362	GSM1329363	GSM1329364	GSM1329365	GSM1329366	GSM1329367	GSM1329368	GSM1329369	GSM1329370	GSM1329371	GSM1329372	GSM1329373	GSM1329374	GSM1329375	GSM1329376	GSM1329377	GSM1329378	GSM1329379	GSM1329380	GSM1329381	GSM1329382	GSM1329383	GSM1329384	GSM1329385	GSM1329386	GSM1329387	GSM1329388	GSM1329389	GSM1329390	GSM1329391	GSM1329392	GSM1329393	GSM1329394	GSM1329395	GSM1329396	GSM1329397	GSM1329398	GSM1329399	GSM1329400	GSM1329401	GSM1329402	GSM1329403	GSM1329404	GSM1329405	GSM1329406	GSM1329407	GSM1329408	GSM1329409	GSM1329410	GSM1329411	GSM1329412	GSM1329413	GSM1329414	GSM1329415	GSM1329416	GSM1329417	GSM1329418	GSM1329419	GSM1329420	GSM1329421	GSM1329422	GSM1329423	GSM1329424	GSM1329425	GSM1329426	GSM1329427	GSM1329428	GSM1329429	GSM1329430	GSM1329431	GSM1329432	GSM1329433	GSM1329434	GSM1329435	GSM1329436	GSM1329437	GSM1329438	GSM1329439	GSM1329440	GSM1329441	GSM1329442	GSM1329443	GSM1329444	GSM1329445	GSM1329446	GSM1329447	GSM1329448	GSM1329449	GSM1329450	GSM1329451	GSM1329452	GSM1329453	GSM1329454	GSM1329455	GSM1329456	GSM1329457	GSM1329458	GSM1329459	GSM1329460
SNX10	10.280363	10.188682	11.02213	9.627976	9.944676	10.068254	10.755151	10.363982	10.526141	9.531933	8.68031	9.240577	10.17521	7.609948	8.380011	9.091045	9.726966	8.113058	8.617591	9.230596	9.976611	11.155165	10.689816	10.979787	10.905824	10.322748	9.723664	7.914691	7.79228	10.718463	9.871006	9.656271	9.323023	9.590796	8.335692	9.170537	8.543226	9.929756	9.352217	8.926059	8.827543	8.534182	8.5853	10.88814	10.026591	10.691559	10.484835	8.939902	9.240513	9.555892	9.268179	9.987981	9.94943	9.393373	9.277081	9.507639	9.850047	9.627135	10.492989	9.877421	10.04647	10.309311	10.085024	9.554821	8.872057	8.671743	8.845965	8.807485	9.032458	9.666584	9.988121	9.38039	9.984937	9.950379	9.905758	9.783972	9.833256	9.61626	9.899396	10.005887	10.337985	10.245792	9.836994	10.066063	9.798273	8.947377	8.714117	9.116665	8.398892	8.961277	9.396882	9.545655	9.046483	9.792622	10.555285	10.351609	10.485145	8.885921	9.340401	9.244835	9.453819	9.69826	9.182632	9.242147	9.69683	9.875443	9.904499	9.893265	9.878932	9.647759	10.075868	9.604522	10.026099	9.996159	9.615873	9.907301	9.867062	10.110835	9.837479	10.039031	10.950203	10.965595	10.236144	8.942143	10.749669	10.643954	10.824234	10.82379	9.289897	10.30048	9.91949	9.845358	10.208272	10.555177	10.422465	9.718144	9.57618	9.831378	10.336582	10.148734
RIN2	10.684244	10.866597	11.023479	8.079441	7.982354	9.396132	9.451147	8.069249	9.202621	9.659928	8.629646	7.742112	8.982675	7.320346	8.244747	7.36849	7.720294	7.625052	8.144781	7.595296	7.551837	9.539986	9.013897	9.595474	9.437351	8.189344	8.163519	8.177798	8.358079	8.73034	9.237171	9.251158	9.629365	9.227736	8.569473	7.919725	7.850971	9.28328	9.186071	7.332077	7.26884	7.305926	7.20033	9.262336	8.49728	9.125856	9.438725	9.27093	9.583174	9.414053	9.677834	9.50318	9.446569	9.416553	9.366987	9.124679	9.351338	9.54663	8.951758	9.052195	8.508992	9.011662	8.670319	8.481868	7.792574	7.499137	7.509046	7.553681	9.195203	9.444495	9.890695	10.54906	9.379156	9.721406	9.500435	8.815994	8.890466	9.148813	8.390903	8.414709	8.984536	9.081102	8.562691	9.477175	9.616796	7.216169	7.84235	8.158236	6.690312	8.490646	8.743372	7.151766	7.862743	8.913146	8.928578	9.288979	9.117463	9.430963	9.175179	9.546027	9.549531	9.235271	9.106159	9.167326	9.080441	8.817977	8.787524	9.408148	9.276799	9.287835	8.899487	8.983231	9.001079	8.879054	8.77611	8.933753	8.70254	8.687163	8.733564	8.435642	8.23368	7.842061	9.057938	8.515221	8.830819	7.555356	9.219642	8.756574	7.875166	8.713603	8.527091	8.362922	9.253772	8.631869	8.190323	8.078099	7.776318	8.003317	8.475595	7.707906
TBCA	10.736969	10.777513	11.031544	11.504372	11.694972	11.65597	10.967072	12.250015	10.838506	11.52189	11.812319	11.534902	11.240661	11.140734	11.48671	11.536881	11.796242	11.623624	11.811299	11.931143	11.892376	11.466509	11.355433	11.322246	10.966732	11.890489	11.92071	11.575998	11.464617	10.849656	11.649788	11.733259	11.503374	11.774237	11.734162	11.239048	11.452683	11.30812	11.456717	11.147156	10.96454	10.643986	10.726773	11.49602	11.260864	11.432224	11.36622	11.302066	11.265264	11.589671	11.410488	11.643283	11.594287	11.419328	11.272911	11.121042	11.345596	11.426546	11.343197	11.266913	11.194449	11.217113	11.053552	10.779426	10.671551	10.904408	10.591848	10.817136	11.207053	11.618351	11.470066	11.364155	11.481634	11.364113	11.468796	11.259665	11.357935	11.197049	11.251954	10.906931	11.242089	11.327024	10.776545	11.299533	11.088657	10.788407	10.863856	11.062822	10.606854	10.913581	11.106956	11.283823	11.196246	11.147426	11.379746	11.44338	11.506062	11.085484	11.408445	11.314311	11.168187	11.056722	11.279405	11.21597	11.158898	11.161849	11.494728	11.208757	11.087295	11.167079	11.108685	11.187014	11.052254	11.267183	11.111309	11.109111	11.087543	11.267389	11.153364	11.165792	12.244888	11.49663	11.607861	12.085154	11.408329	12.308005	12.003296	10.973449	11.386814	11.542067	11.31649	11.65597	11.383914	11.215981	11.435148	11.196187	11.509547	11.294487	11.52284	11.501482
OLA1	10.329443	10.634155	11.040623	8.214433	8.912857	9.794507	10.176231	10.683267	10.422381	9.702791	10.172922	10.918041	10.166601	8.489021	8.307801	8.404984	8.676967	8.846739	9.104818	9.063644	8.926547	10.232795	10.244315	10.287382	10.038027	10.609381	10.522779	11.074159	10.898126	10.119233	9.498183	10.27481	9.651638	10.267003	10.161521	10.045095	10.330917	10.417907	10.63406	8.766925	8.909869	8.571708	8.575834	9.273553	9.454615	9.347807	9.199917	9.571719	9.49676	10.193534	9.492218	9.744055	9.739723	9.222933	9.311944	9.333779	9.871255	9.894101	9.838455	9.65815	9.165101	9.078343	9.093917	8.887159	8.969648	9.011716	8.556159	8.921413	9.479652	10.016615	9.960141	9.735431	9.881939	9.69129	9.78684	9.534673	9.605048	9.547411	9.738115	8.99665	9.330345	9.567546	8.907596	9.576945	9.41537	8.984001	9.115119	9.010439	8.602524	8.988184	8.918831	9.243669	9.571648	9.227355	9.233026	9.440685	9.415911	9.60076	9.476857	9.558548	9.801742	9.50238	9.620811	9.074597	9.789138	9.857667	9.699974	9.755387	9.407419	9.332314	9.435588	9.796884	9.588897	9.730933	9.129365	8.965198	9.305176	9.493057	9.000589	9.234559	10.958588	10.638721	9.437821	10.220541	10.562137	9.207349	10.457385	10.485072	10.667899	10.016836	9.84179	9.728426	9.436242	10.131247	9.868441	9.347617	9.867244	9.279076	10.055202	9.670898
SRPRB	11.154912	11.277071	11.041577	8.832788	8.961591	10.494845	10.655939	10.290028	10.558274	10.120217	10.141628	10.210614	10.639569	8.911526	9.390689	9.123111	9.482475	8.895727	9.2151	9.292233	9.370551	10.382188	10.657763	10.475401	10.757563	10.385859	10.202359	10.742688	10.955643	10.757215	10.427699	10.400426	10.12429	10.147219	10.221385	10.072246	10.004617	10.137663	10.181189	9.308007	9.393792	9.234311	8.78313	10.128592	9.537019	10.168609	9.835603	10.188243	10.07499	10.617916	10.1548	10.615333	10.549754	9.781005	9.842736	9.776372	10.14621	10.086315	10.319653	10.465034	9.901189	10.297295	9.989771	9.832043	9.38973	9.19559	8.921436	9.411506	10.085102	10.626896	10.564331	10.215653	10.174595	10.094419	10.129925	10.541615	10.257447	10.315335	10.414669	10.298145	10.016887	10.001812	9.872788	9.83015	9.957685	9.550335	9.476089	9.452158	8.75402	9.445577	9.471491	9.485126	9.501027	9.446211	10.070917	10.17304	10.145536	10.198402	10.216739	10.17715	10.31665	10.365458	10.491769	10.554339	9.892157	10.09702	10.14751	10.012925	10.217812	10.475461	10.306632	10.563236	10.254777	10.425655	10.268004	10.267027	10.14099	10.185218	10.415279	9.903408	10.636869	10.699571	10.33889	10.395185	10.887232	9.728339	10.860834	9.993377	9.995998	10.236091	10.489885	10.464983	10.549876	10.425918	10.020596	9.685795	9.868718	9.454071	10.424747	10.131603
OPN3	10.967447	10.718037	11.046021	9.372477	9.814273	10.076378	10.294827	10.888415	10.722505	10.30858	10.029726	9.364744	9.937546	9.52246	9.847773	9.303268	9.638302	9.834244	9.82303	9.781472	10.266633	10.68185	10.631697	10.511059	10.311012	10.780263	10.634794	9.903921	9.468077	10.798804	10.610459	9.910322	9.880546	9.745539	10.071679	10.298457	10.531836	10.391791	10.299953	8.727412	9.566359	8.886624	9.034299	9.594965	9.578009	9.754708	9.464725	9.484615	9.641986	9.878234	9.953347	9.895419	10.018039	9.594186	9.351975	9.580871	9.945498	10.146272	9.79423	9.697891	9.647621	9.565134	9.736328	9.441089	9.094472	8.944897	8.828589	9.279455	9.413615	9.848534	10.040949	9.905878	10.328795	10.100456	9.986815	9.578114	9.523006	9.448002	9.558949	9.516525	9.485747	9.784826	9.524263	9.352374	9.355714	9.139543	9.099203	8.717943	8.784925	9.149173	9.119263	9.412467	9.450661	9.467701	9.55268	9.624125	9.718143	9.432766	9.593576	9.888088	10.238736	9.89129	9.289484	10.160298	9.948742	10.143335	9.95275	9.808167	9.292719	9.473304	9.525743	9.834369	9.416993	9.516702	9.424726	9.425568	9.576049	9.545205	9.578297	9.702229	11.320992	10.890172	10.66484	10.216522	10.057111	10.351296	10.357601	10.471009	9.267917	10.460533	9.705863	9.779436	10.324536	10.069615	9.504328	9.126133	9.473293	8.881833	9.686691	9.703104
VEGFA	11.594016	11.162281	11.048954	11.108062	10.297211	9.221993	9.683274	9.87232	11.359875	9.872467	10.338788	9.125298	10.379192	11.064988	11.001186	10.670175	10.766999	11.391829	10.880376	10.446859	10.244362	9.127488	9.723181	9.314322	9.806655	9.773407	9.516814	12.124177	11.108584	11.190204	10.360414	9.747735	9.749888	9.265692	10.564046	9.621424	10.052422	10.252962	9.996561	11.122824	11.21108	11.063247	11.341538	9.859597	10.890701	10.281687	10.326927	10.366386	10.322998	10.644819	10.926304	10.788732	10.376938	10.222693	10.235468	9.983446	10.425977	9.993449	10.811071	10.2558	10.772755	10.936967	11.09989	10.686805	10.394746	10.681074	11.158131	11.130533	10.13617	10.752419	10.706727	10.789538	10.603416	10.55151	9.954346	10.665627	10.429298	10.84832	10.572908	10.35262	10.803494	10.842739	10.461846	9.952558	10.260569	10.575155	10.919568	10.683722	10.710996	10.585572	10.601228	10.905334	11.171025	11.315957	10.044471	9.684544	10.096317	10.388134	9.948803	9.945317	10.307825	10.64381	10.739018	10.816943	10.210023	10.081449	9.989956	10.391767	10.277813	10.135134	10.509377	10.150209	10.289307	10.265399	10.211642	10.567329	10.872947	10.490511	10.928429	10.269355	10.660944	11.551137	10.639687	11.246698	10.510892	10.746058	10.028968	10.394737	9.524474	10.626122	10.989727	11.223403	11.33945	10.969615	10.793593	11.053101	11.687535	11.45386	10.981749	11.466627
MCFD2	10.58728	10.858125	11.058552	9.5557	9.882776	10.382181	10.671567	10.997665	10.076019	10.795208	10.812199	10.305155	10.316782	8.822778	9.300698	9.142237	9.855346	9.068439	9.525975	9.750989	10.098351	11.074461	10.56566	11.057022	10.927365	11.055028	10.250224	10.828038	11.046715	9.750607	10.722824	11.155049	10.578341	11.346395	10.639528	10.227339	10.96108	10.260984	10.170233	9.214856	9.285328	9.202644	9.079157	10.824574	10.342472	11.136958	10.727926	10.621913	10.708936	10.900103	11.051634	11.049069	10.666536	10.44718	10.63341	10.540637	10.746353	10.691287	10.616656	10.588742	10.479955	10.553572	10.201292	10.199861	9.331736	9.382464	9.431754	9.580311	10.452271	11.014686	10.970478	10.937494	10.96481	10.681122	10.867053	10.677727	10.500018	10.479452	10.481466	10.504597	10.479587	10.52894	10.246526	10.684939	10.823843	9.25478	9.675976	9.230498	9.019877	9.409798	9.915591	9.655246	9.551597	10.081387	10.941566	10.826157	11.006771	10.454123	10.84306	10.83565	10.695591	10.906332	10.749267	10.446638	10.715252	10.910932	11.182901	10.905941	10.369514	10.737327	10.7081	10.773986	10.770593	10.809877	10.20013	10.624138	10.477798	10.278538	10.521829	10.538608	11.178803	10.448447	10.906061	11.203028	11.25738	10.440847	10.48738	10.417165	10.210717	10.498216	10.589467	10.775459	10.780825	11.093581	10.770428	9.737601	10.757424	10.022275	10.933665	10.3407
10-Sep	10.15845	10.530469	11.064137	9.443111	9.632502	10.426196	10.632475	10.381181	10.001608	10.990292	9.559101	10.419159	9.899719	9.025958	9.261596	8.9645	9.852249	9.678185	9.99391	9.548222	10.043214	11.134311	10.653175	10.766758	10.729014	10.217679	9.895017	10.419001	10.626657	9.835471	10.920162	11.388974	10.778608	11.581247	9.347692	10.904211	11.441284	10.472221	10.42199	10.021966	9.95385	9.703687	9.860258	10.746137	10.29214	10.836849	10.841311	10.534154	10.810223	10.816313	11.043147	10.823576	10.792292	10.659552	10.761899	10.552485	10.353848	10.359934	10.671008	10.556155	10.713854	10.870097	10.792829	10.297303	9.567447	9.962711	9.467266	9.778102	10.251393	10.791942	11.087673	11.385752	10.507818	10.661832	10.504518	10.415974	10.435061	10.476988	10.418842	10.467987	10.763044	10.863739	10.252873	10.421389	10.419257	9.664062	9.858568	9.432318	9.544487	9.623353	10.014748	10.132666	9.716722	10.286887	10.74285	10.697498	10.868119	10.512519	10.647083	10.970711	10.571906	10.706709	10.242062	10.68114	10.427884	10.458674	10.453689	10.543841	10.130832	10.313211	10.469285	10.281992	10.525831	10.363698	10.240523	10.236577	10.42805	10.625684	10.414006	10.599153	10.639219	10.723613	10.724503	10.071757	10.409867	10.511109	10.660883	10.743443	9.827847	10.356781	10.237144	10.613278	10.637442	10.40758	10.118105	9.951807	10.178832	9.78115	10.195847	10.301901
TAF13	10.382211	10.662871	11.06733	7.786037	8.288669	9.648566	9.722013	9.862731	10.829809	9.87613	9.291852	8.860584	9.638165	7.534222	8.124851	8.380781	8.752998	8.257355	8.584197	8.642969	8.698559	10.441665	9.965023	10.630723	9.95739	9.793915	9.667439	9.607743	9.631211	10.724504	9.405888	9.782563	9.806024	9.653902	9.005259	9.18594	9.985502	9.945623	9.858213	9.167224	8.60501	8.284576	8.377833	9.892148	9.247158	9.645502	9.496169	9.347136	9.102639	9.995169	9.332641	9.950203	9.7874	9.993236	9.892873	9.928131	9.897871	9.805571	10.197231	9.991831	9.770362	9.960369	9.8878	9.287021	8.768898	8.732613	8.894446	8.717253	9.289932	10.158488	9.990685	9.88064	9.897462	10.07151	10.278172	9.933973	9.962495	10.054825	9.89818	9.717236	9.733457	9.802002	9.257385	9.422751	9.652908	8.711176	8.895023	9.101438	8.258132	8.438917	9.338236	9.138381	8.77272	9.239274	9.811495	9.433661	9.314998	9.30539	9.53849	9.557438	9.617554	9.711775	9.442597	10.124269	9.140988	9.417496	9.839755	9.566761	9.847899	9.6129	9.72271	9.51672	9.733569	9.710157	9.544303	9.516986	9.871634	9.442314	9.866483	9.603997	9.772187	10.956027	9.493085	9.787015	9.949672	9.031232	9.660633	9.657273	9.019829	9.972487	9.348409	9.795651	9.993098	9.932504	9.432467	9.17191	10.051762	8.417738	9.998013	9.236128
TOMM5	10.859129	11.306757	11.068112	8.342867	9.058117	9.646596	10.607993	10.49119	10.016941	9.968569	10.174447	11.668625	9.104691	8.561071	9.15606	8.701879	9.106801	8.82644	9.506971	9.392764	9.353609	10.437026	10.962968	10.35011	10.624146	10.779859	10.32023	9.588963	9.762167	10.299273	9.98737	10.071568	10.021994	10.111691	10.043942	9.990414	9.812704	9.650991	9.792016	9.557534	9.739962	9.646308	9.114621	9.603447	9.683667	9.672823	9.873012	10.003828	10.043119	10.299057	9.814778	10.221008	10.264942	10.158229	10.078369	9.924421	10.108963	10.071459	10.120362	10.30511	10.074681	10.032557	9.845605	9.756347	9.83997	9.723238	9.3243	9.80553	10.067205	10.346194	10.115771	9.879777	10.091062	9.981632	10.250913	10.070727	10.277984	10.036658	10.274611	10.140984	9.885042	10.023041	9.686534	9.950726	9.560554	9.887004	9.860671	9.710327	9.414025	9.47599	9.63495	9.940192	10.060374	9.936265	9.915915	10.108023	10.069817	10.119899	10.195992	10.285455	10.180918	10.165996	10.010303	10.183419	10.208174	10.257323	10.325129	10.158255	10.192084	10.246618	10.271976	10.656045	10.211262	10.448108	10.201208	10.051857	10.080295	10.150201	10.015176	10.011854	10.287969	10.636231	9.753771	10.255864	10.202147	9.24594	10.573008	10.337248	11.10441	8.945598	10.156303	10.623072	10.140595	10.339787	10.048602	9.509416	9.838015	9.786572	10.243583	10.249978
IL1R1	10.844819	10.557208	11.070449	11.195267	11.357532	11.677844	12.170635	10.575132	10.334258	11.686771	11.049785	9.404037	10.657283	11.221615	11.286452	10.951473	11.464689	11.982183	11.601033	11.192602	11.597804	12.292111	11.830416	12.516577	12.174259	10.521819	10.554481	11.81616	12.149175	10.032183	11.849222	12.286147	11.569012	12.417946	10.957005	10.512325	10.825648	10.999698	10.992592	11.17097	11.044871	11.013006	11.046003	11.659054	11.056781	11.491746	11.354891	11.763085	11.875853	11.954473	11.670422	11.723707	11.745639	11.657983	11.845327	11.605725	11.871049	11.856597	11.442463	11.372905	11.324127	11.497651	11.383768	11.162933	10.717406	10.766509	11.38911	11.322652	11.610043	12.031651	11.899963	11.874084	11.895271	11.988861	11.80652	11.117171	11.162643	11.884141	10.949154	11.188547	11.341358	12.043949	11.070287	11.746234	12.143249	10.879964	11.175306	11.391063	10.735058	11.212613	11.491513	11.455148	11.656849	11.763332	11.288646	11.41888	11.46169	12.031703	11.32303	11.369477	11.64349	11.508542	11.314399	12.418462	11.508859	11.507902	11.653709	11.980066	10.528002	10.860162	11.023294	11.220953	11.305044	11.052675	11.014615	11.281048	11.295428	11.316316	11.211998	10.694003	11.044994	10.278322	12.158258	11.051158	11.669848	12.290487	11.665144	12.976773	10.077579	11.450947	12.132866	11.865397	12.480952	12.316211	11.56813	12.163046	11.41194	11.391886	11.412945	11.178819
MGAT5	10.693414	10.747444	11.070465	7.735019	7.576611	9.116477	9.393514	8.64155	9.724813	8.569133	9.057081	9.02232	8.875598	7.660657	7.81076	7.856213	7.813358	7.391536	7.635693	7.873501	7.757319	8.914473	9.150648	9.177284	9.478015	8.610421	8.672668	8.938264	9.237713	9.547835	7.987473	8.446316	8.448475	8.594598	9.297774	8.361303	7.995795	9.743895	8.828599	7.128222	7.181193	7.126218	7.068577	8.534586	8.507782	8.312881	8.63703	8.13245	8.402014	8.325042	8.825111	8.232773	7.735294	7.149538	8.501844	7.71746	8.543361	8.838951	8.226047	8.676622	7.862912	8.617834	8.264086	8.190381	7.628428	7.284229	7.504602	7.356684	8.402788	8.451202	8.620226	9.173778	8.492171	8.862028	8.769308	8.351938	8.230938	8.554466	7.693513	8.282004	8.44789	8.507297	8.117846	8.676951	8.841983	7.439383	7.049524	8.309307	7.063936	8.37501	8.137345	6.943024	8.162484	8.019002	8.439058	8.874663	8.728651	8.65679	8.86207	9.010415	8.929913	8.34157	9.026537	8.421321	8.976684	8.768322	8.636622	9.311323	7.933048	8.506301	8.742725	8.919086	9.150852	8.739498	8.130096	8.558261	8.458879	8.084671	8.441283	7.982813	8.431546	8.923911	7.951185	8.5197	8.775833	7.625548	8.41157	8.174904	8.517008	8.714879	8.020315	7.726521	7.696008	8.687311	7.280293	7.681967	7.833734	7.699986	7.351309	7.292029
UBXN2A	11.092042	10.770515	11.087873	11.456314	11.262219	10.828071	10.118597	10.552433	10.738395	10.676863	10.01826	10.678343	10.220107	11.410206	11.497064	11.600955	11.403666	11.39512	11.117859	11.374763	10.969257	10.590128	10.235703	10.814792	10.105901	10.169653	10.329537	10.904228	11.030099	10.565742	10.626174	10.7508	10.589043	10.774817	10.143425	10.822326	10.784815	10.650454	10.780815	11.433373	11.092998	11.148706	11.52319	10.816848	10.544142	10.792867	10.485185	10.64937	10.16019	10.495141	10.68548	10.604338	10.665672	10.569262	10.65892	10.620707	10.720742	10.692824	10.660573	10.82604	10.559898	10.656699	10.402618	10.181808	10.553553	10.99686	11.398705	11.126265	10.641454	10.453701	10.560804	10.529501	10.661763	10.744946	10.814296	10.780719	10.812472	10.798206	10.739288	10.126231	10.527024	10.376104	10.276746	10.690577	10.600105	10.67269	11.024859	10.893095	11.112038	10.563327	10.693812	10.647429	10.70765	10.485215	10.430497	10.15683	10.250531	10.26049	10.466	10.378077	10.684435	10.652994	10.886718	10.518144	10.222543	10.29962	10.168501	10.246824	10.535564	10.362088	10.458274	10.480899	10.591653	10.446096	10.316161	10.471795	10.595263	10.523164	10.655403	10.208033	9.590562	9.377338	9.749265	9.209584	9.146939	10.57237	9.496303	10.839231	10.815271	10.248993	10.052716	10.068151	9.467716	9.862094	10.063423	10.53476	10.744917	10.888605	9.716316	10.18512
ELOVL7	11.023238	11.026607	11.092955	4.197228	3.858846	6.468969	3.993668	6.821874	9.079493	5.823203	8.812995	7.243784	7.173697	4.564376	4.085829	4.725517	4.569997	4.063491	4.005589	4.207456	4.019757	4.224158	3.564072	3.575261	4.342878	7.366513	6.264441	9.472104	9.706347	8.858898	5.865763	5.789289	6.81937	6.165049	9.156745	9.721311	10.113379	8.479996	9.583714	6.440151	6.849879	6.987023	7.225306	6.843181	7.091392	6.355026	7.001777	5.482968	6.385402	8.255799	7.813962	7.469811	6.479964	6.057528	6.950733	6.172474	8.360557	8.71709	6.513453	7.512597	6.648716	6.859509	6.328885	6.587516	6.892556	6.919937	6.495167	7.108778	5.692289	8.192744	8.021676	9.041962	8.543566	8.920565	8.388411	6.675354	7.005371	7.252598	6.404333	7.384027	7.409313	7.354808	7.165088	7.075007	7.320276	6.38409	7.048351	6.446695	5.98644	6.40872	7.2122	6.284807	7.043108	7.143734	6.617657	7.298679	7.267596	7.239424	6.991431	8.059442	7.314907	6.583072	7.560415	6.833447	8.670146	8.105741	7.985292	8.611213	6.733552	6.766044	6.839204	7.81103	7.359594	6.994433	7.724889	7.129691	7.320498	6.664865	6.437574	6.192998	7.559619	9.130425	5.329084	8.139803	3.816662	3.797681	5.65903	3.483275	6.875201	8.862675	5.473238	6.249581	5.738078	8.409349	4.370403	5.393255	5.377333	5.983701	5.717499	5.075119
NQO1	11.248281	11.167194	11.099091	5.640257	5.745028	10.359127	5.502142	12.666675	5.420066	6.681296	5.572383	12.16063	6.46976	5.431566	5.707289	5.992885	5.302507	5.317778	5.929984	5.712999	5.519547	5.151507	5.02788	5.225655	5.749577	12.509632	12.722246	5.656554	6.83673	5.198379	5.426876	6.146315	7.38242	6.313483	5.767994	11.520236	13.341201	8.220353	9.675806	4.758337	4.601845	5.337144	4.660207	5.055114	5.17987	4.927299	5.421516	5.708518	5.557089	4.848824	5.354972	4.749142	5.073956	5.258534	5.774584	5.00386	7.142384	6.935009	5.200826	6.728586	4.372411	4.842832	5.139002	5.390079	4.895857	5.055673	5.836005	5.337268	5.081118	6.570901	4.759958	4.953326	6.216894	7.721262	6.03489	5.524015	5.651939	5.337843	4.97003	4.958892	5.050117	5.349267	5.486168	5.4637	5.018095	5.374283	4.336435	5.407902	5.548995	4.991334	5.380167	5.051615	4.671453	4.991369	5.462222	5.108124	5.074992	5.400991	5.439167	5.088981	4.273112	4.965469	4.57272	5.11458	6.267147	6.514841	5.725927	6.923597	5.198383	4.962435	5.489208	5.354183	5.015622	4.893697	5.579188	5.146164	5.339966	4.709443	5.17987	5.161839	12.34093	4.744092	5.603372	5.68075	5.787366	5.277091	11.398078	5.499638	12.392292	6.243403	4.821043	4.842907	4.638107	7.127734	5.109054	5.404206	4.885811	5.119191	5.061754	4.657816
NDUFB2	11.284293	11.57844	11.102337	9.80224	9.766686	11.028923	11.077523	11.51512	11.558671	11.260437	11.885793	11.663074	11.344265	9.983077	10.166189	10.289303	10.62822	10.071101	10.351502	10.581795	10.745613	11.11401	11.094208	11.011309	11.065333	11.588611	11.759766	11.309562	11.208916	11.640417	11.19386	11.410879	11.442576	11.408019	11.90638	10.79278	11.141788	11.514166	11.743292	10.164662	10.605124	10.211796	9.977121	11.177466	10.936003	11.121108	11.306173	11.693415	11.398802	11.241484	11.012092	11.267692	11.3175	11.069198	11.115375	11.028107	11.215521	11.266969	11.186107	11.25257	10.913917	10.627769	10.546479	10.633009	10.464149	10.246472	10.423972	10.255342	11.461115	11.297629	10.996852	10.56556	11.151271	11.058105	11.159424	11.296935	11.301454	11.100631	11.189681	10.943556	10.76989	10.692921	10.827913	11.357703	11.246433	10.686738	10.418875	10.656998	10.023371	10.571495	11.028971	10.75174	10.885253	11.106267	11.360295	11.311072	11.451756	11.421613	11.463531	11.330186	10.947109	10.825805	10.96487	11.160097	11.277648	11.297129	11.264375	11.067848	11.142611	11.292491	11.296428	11.554215	11.187942	11.559811	11.065672	11.156831	10.97848	11.009434	11.084756	11.117168	10.953964	12.229942	10.094755	11.902392	11.241913	10.347325	10.841579	10.026702	10.620538	10.888511	10.930538	11.041968	10.839596	10.735049	10.681382	9.996099	11.010552	10.258112	10.714207	10.813756
FAM26F	10.579138	11.135078	11.107662	4.867478	4.451893	9.374368	8.384083	7.762569	9.405548	7.523732	8.19801	8.59911	7.496721	3.826499	4.759767	5.773668	4.55303	4.206177	4.716349	6.11728	4.59053	6.920205	5.710378	6.977735	7.364284	7.788226	7.888062	6.018932	6.031515	9.034359	5.438637	6.77116	8.754745	7.179418	8.213516	6.408475	6.390813	7.561645	8.137814	5.92771	5.006857	5.486001	5.123584	8.284512	7.090651	7.911324	9.001693	10.168495	10.138995	9.097564	9.547992	9.455106	9.030014	9.269303	9.256952	9.3134	9.160644	9.313959	10.265492	10.165656	8.783496	9.676635	9.092093	9.055315	6.708337	6.196362	6.421408	6.929613	10.362635	9.302957	9.388958	9.770815	9.435941	9.179825	9.668554	10.383722	10.14613	10.098703	9.686028	9.149536	9.028044	8.846138	8.675431	8.788613	8.406741	5.977198	6.680065	6.4282	5.073564	6.95752	7.059082	6.098154	6.586467	6.976933	8.484093	9.267765	9.290961	10.456446	9.05388	9.403552	9.304837	8.91705	8.801188	9.063364	9.207175	9.175803	9.208049	9.672035	10.175796	10.33597	10.078589	9.771481	10.17078	10.356655	9.074913	9.344738	9.174335	8.668532	8.884386	9.038082	7.68082	7.874372	5.254054	8.61398	8.44884	4.841078	7.833767	5.338792	8.548275	6.34281	9.344641	6.958323	7.19698	8.531486	7.057216	6.855234	7.40169	6.535944	10.147009	6.584454
